,Nome,Endereco,Cep - UF,Telefone,Numero CGC,Horario de Atendimento
0,"SISTEMA FIEMG, MG",AVENIDA DO CONTORNO NUM 4570 - FUNCIONARIOS,"3011028 - BELO HORIZONTE, MG",Tel: (31) 4003-1043,Ag. Número: 2381-7,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"TUPINAMBAS, MG",RUA TUPINAMBAS NUM 462 - CENTRO,"3012070 - BELO HORIZONTE, MG",Tel: (31) 4003-1043,Ag. Número: 0081-7,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"UFMG, MG",AVENIDA ANTONIO CARLOS NUM 6627 - PAMPULHA,"31270901 - BELO HORIZONTE, MG",Tel: (31) 4003-1043,Ag. Número: 0821-4,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"VENDA NOVA, MG",RUA PADRE PEDRO PINTO NUM 1580 - VENDA NOVA,"31615310 - BELO HORIZONTE, MG",Tel: (31) 4003-1043,Ag. Número: 1022-7,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"VILA RICA, MG",AVENIDA FRANCISCO SA NUM 1369 - GUTIERREZ,"3044121 - BELO HORIZONTE, MG",Tel: (31) 4003-1043,Ag. Número: 2432-5,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"BELO ORIENTE, MG",AVENIDA BRASIL NUM 347 - CENTRO,"351950 - BELO ORIENTE, MG",Tel: (31) 4003-1043,Ag. Número: 4392-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BETIM, MG",AVENIDA PRESIDENTE KUBITSCHEK NUM 229 - CENTRO,"32600225 - BETIM, MG",Tel: (31) 4003-1043,Ag. Número: 0892-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAPELA NOVA, MG",AVENIDA GOVERNADOR VALADARES NUM 445 - CENTRO,"32600125 - BETIM, MG",Tel: (31) 4003-1043,Ag. Número: 2464-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"PORTAL DOS SERTOES, MG",AVENIDA BANDEIRANTES NUM 470 - FILADELFIA,"32670248 - BETIM, MG",Tel: (31) 4003-1043,Ag. Número: 2837-1,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SAO CAETANO, MG",AVENIDA TAPAJOS NUM 1640 - VILA CRISTINA,"32675864 - BETIM, MG",Tel: (31) 4003-1043,Ag. Número: 3814-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SHOPPING MONTE CARMO, MG",AVENIDA JUIZ MARCO TULIO ISAAC NUM 1119 - INGA ALTO,"32604345 - BETIM, MG",Tel: (31) 4003-1043,Ag. Número: 1068-5,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BICAS, MG",RUA CORONEL SOUZA NUM 22 - CENTRO,"366000 - BICAS, MG",Tel: (32) 4003-1043,Ag. Número: 1488-5,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BOA ESPERANCA, MG",RUA PRESIDENTE VARGAS NUM 925 - CENTRO,"371700 - BOA ESPERANCA, MG",Tel: (35) 4003-1043,Ag. Número: 0100-7,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BOCAIUVA, MG",AVENIDA JOSE BRANDAO FILHO NUM 328 - CENTRO,"393900 - BOCAIUVA, MG",Tel: (38) 4003-1043,Ag. Número: 2779-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BOM DESPACHO, MG",PRACA DA MATRIZ NUM 260 - CENTRO,"356000 - BOM DESPACHO, MG",Tel: (37) 4003-1043,Ag. Número: 1060-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BOM SUCESSO, MG",PRACA DA PADROEIRA NUM 23 - CENTRO,"372200 - BOM SUCESSO, MG",Tel: (35) 4003-1043,Ag. Número: 1440-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BORDA DA MATA, MG",PRACA ANTONIO MEGALE NUM 42 - CENTRO,"375640 - BORDA DA MATA, MG",Tel: (35) 4003-1043,Ag. Número: 1685-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BRUMADINHO, MG",AVENIDA GETULIO VARGAS NUM 165 - CENTRO,"354600 - BRUMADINHO, MG",Tel: (31) 4003-1043,Ag. Número: 2808-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"BURITIS DE MINAS, MG",RUA CEARA NUM 615 - CENTRO,"386600 - BURITIS, MG",Tel: (38) 4003-1043,Ag. Número: 4979-4,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAETE, MG",AVENIDA JOAO PINHEIRO NUM 3531 - PEDRA BRANCA,"348000 - CAETE, MG",Tel: (31) 4003-1043,Ag. Número: 1441-9,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CALDAS, MG",PRACA MELO VIANA NUM 261 - CENTRO,"377800 - CALDAS, MG",Tel: (35) 4003-1043,Ag. Número: 1442-7,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAMANDUCAIA, MG",PRACA SENADOR FRANCISCO ESCOBAR NUM 81 - CENTRO,"376500 - CAMANDUCAIA, MG",Tel: (35) 4003-1043,Ag. Número: 1470-2,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAMBUI, MG",RUA JOAO MOREIRA SALLES NUM 190 - CENTRO,"376000 - CAMBUI, MG",Tel: (35) 4003-1043,Ag. Número: 1061-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAMBUQUIRA, MG",AVENIDA VIRGILIO M. FRANCO NUM 348 - CENTRO,"374200 - CAMBUQUIRA, MG",Tel: (35) 4003-1043,Ag. Número: 0101-5,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAMPANHA, MG",RUA DOUTOR BRANDAO NUM 54 - CENTRO,"374000 - CAMPANHA, MG",Tel: (35) 4003-1043,Ag. Número: 0102-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAMPESTRE, MG",AVENIDA CEL. JOSE CUSTODIO NUM 228 - CENTRO,"377300 - CAMPESTRE, MG",Tel: (35) 4003-1043,Ag. Número: 1721-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAMPINA VERDE, MG",AVENIDA ONZE NUM 687 - CENTRO,"382700 - CAMPINA VERDE, MG",Tel: (34) 4003-1043,Ag. Número: 1062-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAMPO BELO, MG",PRACA DOS EXPEDICIONARIOS NUM 93 - CENTRO,"372700 - CAMPO BELO, MG",Tel: (35) 4003-1043,Ag. Número: 0103-1,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAMPOS ALTOS, MG",RUA JOAO SOARES DE SOUZA NUM 295A - CENTRO,"389700 - CAMPOS ALTOS, MG",Tel: (37) 4003-1043,Ag. Número: 4535-7,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAMPOS GERAIS, MG",RUA CORONEL CARLOS CAIAFA NUM 528 - CENTRO,"371600 - CAMPOS GERAIS, MG",Tel: (35) 4003-1043,Ag. Número: 1975-5,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAPELINHA, MG",RUA GOVERNADOR VALADARES NUM 165 - CENTRO,"396800 - CAPELINHA, MG",Tel: (33) 4003-1043,Ag. Número: 3378-2,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAPINOPOLIS, MG",AVENIDA VICENTE DE PAULA FONTOURA NUM 89 - CENTRO,"383600 - CAPINOPOLIS, MG",Tel: (34) 4003-1043,Ag. Número: 3651-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CARANDAI, MG",PRACA CAPITAO POLICARPO ROCHA NUM 80 - CENTRO,"362800 - CARANDAI, MG",Tel: (32) 4003-1043,Ag. Número: 0104-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CARANGOLA, MG",RUA PEDRO DE OLIVEIRA NUM 71/81 - CENTRO,"368000 - CARANGOLA, MG",Tel: (32) 4003-1043,Ag. Número: 0105-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CARATINGA, MG",PRACA CESARIO ALVIM NUM 19 - CENTRO,"3530036 - CARATINGA, MG",Tel: (33) 4003-1043,Ag. Número: 0106-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CARLOS CHAGAS, MG",AVENIDA CAPITAO JOAO PINTO NUM 215 - CENTRO,"398640 - CARLOS CHAGAS, MG",Tel: (33) 3624-4500,Ag. Número: 0770-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CARMO DO CAJURU, MG",RUA JOSE DEMETRIO COELHO NUM 510 - CENTRO,"355570 - CARMO DO CAJURU, MG",Tel: (37) 4003-1043,Ag. Número: 3748-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CARMO DO PARANAIBA, MG",AVENIDA ARISTIDES DE MELO NUM 577 - CENTRO,"3884050 - CARMO DO PARANAIBA, MG",Tel: (34) 4003-1043,Ag. Número: 1900-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CARMO DO RIO CLARO, MG",RUA CAPITAO PEDRO AUGUSTO CORREA NUM 55 - CENTRO,"371500 - CARMO DO RIO CLARO, MG",Tel: (35) 4003-1043,Ag. Número: 3401-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CARMOPOLIS DE MINAS, MG",RUA PADRE FRANCISCO NUM 89 - CENTRO,"355340 - CARMOPOLIS DE MINAS, MG",Tel: (37) 4003-1043,Ag. Número: 3815-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CASSIA, MG",AVENIDA DR LUCIANO BATISTA NUM 45 - CENTRO,"379800 - CASSIA, MG",Tel: (35) 4003-1043,Ag. Número: 0107-4,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CATAGUASES, MG",PRACA GOVERNADOR VALADARES NUM 26 - CENTRO,"3677071 - CATAGUASES, MG",Tel: (32) 4003-1043,Ag. Número: 0108-2,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CAXAMBU, MG",AVENIDA CAMILO SOARES NUM 645 - CENTRO,"374400 - CAXAMBU, MG",Tel: (35) 4003-1043,Ag. Número: 0109-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CLAUDIO, MG",AVENIDA PRESIDENTE TANCREDO NEVES NUM 135 - CENTRO,"355300 - CLAUDIO, MG",Tel: (37) 4003-1043,Ag. Número: 0817-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CONCEICAO DAS ALAGOAS, MG",AVENIDA BRASIL NUM 419 - CENTRO,"381200 - CONCEICAO DAS ALAGOAS, MG",Tel: (34) 4003-1043,Ag. Número: 3538-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CONCEICAO DO MATO DENTRO, MG",RUA BIAS FORTES NUM 106 - CENTRO,"358600 - CONCEICAO DO MATO DENTRO, MG",Tel: (31) 4003-1043,Ag. Número: 2277-2,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CONCEICAO DO RIO VERDE, MG",RUA OLIMPIO EUFRASIO FILHO NUM 6 - CENTRO,"374300 - CONCEICAO DO RIO VERDE, MG",Tel: (35) 4003-1043,Ag. Número: 0110-4,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CONGONHAS, MG",PRACA DOUTOR MARIO RODRIGUES PEREIRA NUM 58 - CENTRO,"3641069 - CONGONHAS, MG",Tel: (31) 4003-1043,Ag. Número: 1044-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CONQUISTA, MG",PRACA CEL. TANCREDO FRANCA NUM 5 - CENTRO,"381950 - CONQUISTA, MG",Tel: (34) 4003-1043,Ag. Número: 1686-1,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CONSELHEIRO LAFAIETE, MG",RUA MELO VIANA NUM 65 - CENTRO,"3640070 - CONSELHEIRO LAFAIETE, MG",Tel: (31) 4003-1043,Ag. Número: 0127-9,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CONSELHEIRO PENA, MG",AVENIDA JOSE MAURICIO DE VASCONCELLOS NUM 1673 - CENTRO,"352400 - CONSELHEIRO PENA, MG",Tel: (33) 4003-1043,Ag. Número: 0706-4,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CONTAGEM, MG",AVENIDA JOAO CESAR DE OLIVEIRA NUM 1020 - ELDORADO,"323100 - CONTAGEM, MG",Tel: (31) 4003-1043,Ag. Número: 0893-1,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"JARDIM INDUSTRIAL, MG",RUA TIRADENTES NUM 2426 - INDUSTRIAL,"3223020 - CONTAGEM, MG",Tel: (31) 4003-1043,Ag. Número: 1639-0,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"JOAQUIM DE OLIVEIRA, MG",AVENIDA JOAO CESAR DE OLIVEIRA NUM 3397 - GLORIA,"323401 - CONTAGEM, MG",Tel: (31) 4003-1043,Ag. Número: 2940-8,Horário de atendimento: 10:00 às 16:00 (dias úteis)
