,Nome,Endereco,Cep - UF,Telefone,Numero CGC,Horario de Atendimento
0,"DOMINGOS MARTINS, ES",AVENIDA PRESIDENTE VARGAS NUM 472 - CENTRO,"292600 - DOMINGOS MARTINS, ES",Tel: (27) 3303-0230,Ag. Número: 2040-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"ECOPORANGA, ES",AVENIDA MILTON MOTTA NUM 807 - CENTRO,"298500 - ECOPORANGA, ES",Tel: (27) 3303-0160,Ag. Número: 4608-6,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"GUACUI, ES",RUA DEMERVAL AMARAL NUM 60 - CENTRO,"295600 - GUACUI, ES",Tel: (28) 2323-0290,Ag. Número: 0557-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"GUARAPARI, ES",RUA GETULIO VARGAS NUM 204 - CENTRO,"29200180 - GUARAPARI, ES",Tel: (27) 3301-9710,Ag. Número: 0881-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"MUQUICABA, ES",RODOVIA DO SOL NUM S/N - MUQUICABA,"292155 - GUARAPARI, ES",Tel: (27) 3083-2520,Ag. Número: 4192-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"IBATIBA, ES",RUA ELIAS ALCURE NUM 20 - CENTRO,"293950 - IBATIBA, ES",Tel: (28) 4003-1043,Ag. Número: 4333-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"IBIRACU, ES",RUA JOAO ALVES DA MOTTA JUNIOR NUM 632-A - SAO CRISTOVAO,"296700 - IBIRACU, ES",Tel: (27) 3303-0050,Ag. Número: 0690-4,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"ICONHA, ES",AVENIDA CEL. ANTONIO DUARTE NUM 223 - CENTRO,"292800 - ICONHA, ES",Tel: (28) 4003-1043,Ag. Número: 1836-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"ITAGUACU, ES",RUA MANOEL FRANCISCO SOARES NUM 385 - CENTRO,"296900 - ITAGUACU, ES",Tel: (27) 4003-1043,Ag. Número: 1962-3,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"ITAPEMIRIM, ES",AVENIDA ITAPEMIRIM NUM 587 - PRAIA DA ITAIPAVA,"293300 - ITAPEMIRIM, ES",Tel: (28) 4003-1043,Ag. Número: 1384-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"IUNA, ES",AVENIDA PRESIDENTE GETULIO VARGAS NUM 252 - CENTRO,"293900 - IUNA, ES",Tel: (28) 4003-1043,Ag. Número: 1115-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"JOAO NEIVA, ES",RUA NEGRI ORESTES NUM 40 - CENTRO,"296800 - JOAO NEIVA, ES",Tel: (27) 4003-1043,Ag. Número: 1114-2,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CONCEICAO DE LINHARES, ES",RUA GOVERNADOR FLORENTINO AVIDOS NUM 80 - NOSSA SENHORA DA CONCEICAO,"29900490 - LINHARES, ES",Tel: (27) 3303-0210,Ag. Número: 3489-4,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"LINHARES, ES",AVENIDA NOGUEIRA DA GAMA NUM 1197 - CENTRO,"2990040 - LINHARES, ES",Tel: (27) 3303-0370,Ag. Número: 0555-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"MARATAIZES, ES",PRACA ANTONIO JACQUES SOARES NUM S/N - BARRA,"293450 - MARATAIZES, ES",Tel: (28) 2323-0250,Ag. Número: 0850-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"ESTACAO MARECHAL, ES",RUA SANTANA NUM 20 - CENTRO,"292550 - MARECHAL FLORIANO, ES",Tel: (27) 3303-0270,Ag. Número: 1434-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"MIMOSO DO SUL, ES",RUA ESPIRITO SANTO NUM 172 - CENTRO,"294000 - MIMOSO DO SUL, ES",Tel: (28) 4003-1043,Ag. Número: 1908-9,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"MONTANHA, ES",PRACA OSWALDO LOPES NUM 283 - CENTRO,"298900 - MONTANHA, ES",Tel: (27) 4003-1043,Ag. Número: 0716-1,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"MUQUI, ES",RUA VIEIRA MACHADO NUM 415 - CENTRO,"294800 - MUQUI, ES",Tel: (28) 4003-1043,Ag. Número: 0592-4,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"NOVA VENECIA, ES",AVENIDA VITORIA NUM 112 - CENTRO,"298300 - NOVA VENECIA, ES",Tel: (27) 3301-9770,Ag. Número: 0556-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CIDADE DE PINHEIROS, ES",AVENIDA AGENOR LUIZ HERINGER NUM 207 - CENTRO,"299800 - PINHEIROS, ES",Tel: (27) 3303-0220,Ag. Número: 3366-9,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"PIUMA, ES",AVENIDA MARIA GONCALVES MARVILA NUM 98 - CENTRO,"292850 - PIUMA, ES",Tel: (28) 2323-0370,Ag. Número: 2056-7,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CIDADE DE PRESIDENTE KENNEDY, ES",RUA ROSENTAL WILLIAN BORGES NUM 33 - CENTRO,"293500 - PRESIDENTE KENNEDY, ES",Tel: (28) 2323-0380,Ag. Número: 2396-5,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"POMERANOS, ES",RUA FLORENCIO AUGUSTO BERGER NUM 36 - CENTRO,"296450 - SANTA MARIA DE JETIBA, ES",Tel: (27) 3303-0200,Ag. Número: 3619-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SANTA TERESA, ES",RUA RICARDO PASOLINI NUM 63 - CENTRO,"296500 - SANTA TERESA, ES",Tel: (27) 4003-1043,Ag. Número: 1826-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SAO GABRIEL DA PALHA, ES",PRACA BARAO DO RIO BRANCO NUM 118 - CENTRO,"297800 - SAO GABRIEL DA PALHA, ES",Tel: (27) 4003-1043,Ag. Número: 0721-8,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SAO JOSE DO CALCADO, ES",RUA FRANCISCO NUNES DE MORAES NUM 37 - CENTRO,"294700 - SAO JOSE DO CALCADO, ES",Tel: (28) 2323-0340,Ag. Número: 1734-5,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"SAO MATEUS, ES",AVENIDA JONES DOS SANTOS NEVES NUM 338 - CENTRO,"2993010 - SAO MATEUS, ES",Tel: (27) 3303-0340,Ag. Número: 0717-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"CARAPINA, ES",RUA ANTONIO CARON NUM 139 - PLANALTO DE CARAPINA,"29162708 - SERRA, ES",Tel: (27) 4003-1043,Ag. Número: 2041-9,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"CENTRAL LARANJEIRAS, ES",AVENIDA CENTRAL NUM 1427 - PARQUE RESIDENCIAL LARANJEIRAS,"29165130 - SERRA, ES",Tel: (27) 4003-1043,Ag. Número: 4607-8,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"HOSPITAL METROPOLITANO, ES",AVENIDA ELDES SCHERRER SOUZA NUM 558 - CIVIT II,"2916860 - SERRA, ES",Tel: (27) 4003-1043,Ag. Número: 4190-4,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"JACARAIPE, ES",AVENIDA ABIDO SAADI NUM 1451 - JARDIM ATLANTICO,"29175269 - SERRA, ES",Tel: (27) 4003-1043,Ag. Número: 2146-6,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"JARDIM LIMOEIRO, ES",AVENIDA DESEMBARGADOR MARIO DA SILVA NUNES NUM 1420 - JARDIM LIMOEIRO,"2916444 - SERRA, ES",Tel: (27) 4003-1043,Ag. Número: 1046-4,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"LARANJEIRAS DA SERRA, ES",AVENIDA NORTE SUL NUM 3721 - CIVIT II,"2916878 - SERRA, ES",Tel: (27) 4003-1043,Ag. Número: 3139-9,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"SERRA, ES",RUA PRINCESA ISABEL NUM 45 - SERRA CENTRO,"29176110 - SERRA, ES",Tel: (27) 4003-1043,Ag. Número: 0882-6,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"VARGEM ALTA, ES",AVENIDA NESTOR GOMES NUM 248 - CENTRO,"292950 - VARGEM ALTA, ES",Tel: (28) 4003-1043,Ag. Número: 4654-0,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"VENDA NOVA DO IMIGRANTE, ES",AVENIDA EVANDI AMERICO COMARELA NUM 305 - CENTRO,"293750 - VENDA NOVA DO IMIGRANTE, ES",Tel: (28) 4003-1043,Ag. Número: 1306-4,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"VIANA, ES",RUA GOVERNADOR RUBIM NUM 160 - CENTRO,"29130148 - VIANA, ES",Tel: (27) 4003-1043,Ag. Número: 1255-6,Horário de atendimento: 10:00 às 15:00 (dias úteis)
0,"COBILANDIA, ES",AVENIDA CARLOS LINDENBERG NUM 5417 - COBILANDIA,"29111165 - VILA VELHA, ES",Tel: (27) 4003-1043,Ag. Número: 3132-1,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"GLORIA, ES",AVENIDA CARLOS LINDENBERG NUM 1053 - GLORIA,"29122355 - VILA VELHA, ES",Tel: (27) 4003-1043,Ag. Número: 1643-8,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"IBES, ES",AVENIDA CARLOS LINDENBERG NUM 2740 - NOSSA SENHORA DA PENHA,"29110286 - VILA VELHA, ES",Tel: (27) 3303-0020,Ag. Número: 2099-0,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"ITAPARICA, ES",AVENIDA SATURNINO RANGEL MAURO NUM 900 - PRAIA DE ITAPARICA,"2910234 - VILA VELHA, ES",Tel: (27) 4003-1043,Ag. Número: 3025-2,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"JARDIM ITAPOA, ES",RUA ANTONIO ATAIDE NUM 1717 - CENTRO DE VILA VELHA,"29100295 - VILA VELHA, ES",Tel: (27) 3303-0030,Ag. Número: 2521-6,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"PRAIA DA COSTA, ES",AVENIDA DOUTOR OLIVIO LIRA NUM S/N - PRAIA DA COSTA,"29101260 - VILA VELHA, ES",Tel: (27) 4003-1043,Ag. Número: 3659-5,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"TERRA VERMELHA, ES",AVENIDA SERINGAL NUM 01 - NORMILIA DA CUNHA,"29127380 - VILA VELHA, ES",Tel: (27) 4003-1043,Ag. Número: 4776-7,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"VILA VELHA, ES",AVENIDA CHAMPAGNAT NUM 1089 - CENTRO DE VILA VELHA,"2910011 - VILA VELHA, ES",Tel: (27) 4003-1043,Ag. Número: 0173-2,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"BEIRAMAR, ES",AVENIDA PRINCESA ISABEL NUM 86 - CENTRO,"29010360 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 0167-8,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"ENSEADA, ES",AVENIDA NOSSA SENHORA DOS NAVEGANTES NUM 955 - ENSEADA DO SUA,"29050335 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 0168-6,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"FINDES, ES",AVENIDA NOSSA SENHORA DA PENHA NUM 2156 - BARRO VERMELHO,"29057565 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 2503-8,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"GOIABEIRAS, ES",AVENIDA FERNANDO FERRARI NUM 2033 - GOIABEIRAS,"2907573 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 1034-0,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"HOSPITAL UNIVERSITARIO, ES",AVENIDA MARECHAL CAMPOS NUM 1355 - SANTA CECILIA,"29043260 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 2310-8,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"JARDIM CAMBURI, ES",AVENIDA JOSE MARIA VIVACQUA SANTOS NUM 250 - JARDIM CAMBURI,"29090160 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 3084-8,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"JARDIM DA PENHA, ES",AVENIDA DANTE MICHELINE NUM 729 - JARDIM DA PENHA,"29060235 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 1564-4,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"JUCUTUQUARA, ES",AVENIDA PAULINO MULLER NUM 495 - JUCUTUQUARA,"29040715 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 0823-0,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"PRAIA DO CANTO, ES",AVENIDA NOSSA SENHORA DA PENHA NUM 699 - PRAIA DO CANTO,"29055131 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 2042-7,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"UNIVERSIDADE FEDERAL VITORIA, ES",AVENIDA FERNANDO FERRARI NUM 845 - GOIABEIRAS,"29075910 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 0662-9,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"VALE, ES",AVENIDA DANTE MICHELINI NUM 5500 - PARQUE INDUSTRIAL,"29090860 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 1963-1,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"VILA RUBIM, ES",AVENIDA CLETO NUNES NUM 363 - PARQUE MOSCOSO,"29018250 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 0880-0,Horário de atendimento: 10:00 às 16:00 (dias úteis)
0,"VITORIA PRAIA, ES",AVENIDA DANTE MICHELINI NUM 729 - JARDIM DA PENHA,"29060235 - VITORIA, ES",Tel: (27) 4003-1043,Ag. Número: 3779-6,Horário de atendimento: 10:00 às 16:00 (dias úteis)
